loan_amount,income,credit_score,age,status
426500,4440,707,55-64,0
136500,5220,508,45-54,0
276500,7260,770,45-54,0
456500,8100,575,35-44,0
576500,13500,810,65-74,1
146500,,518,65-74,0
176500,4080,684,55-64,0
336500,3720,741,25-34,0
116500,1800,582,55-64,0
416500,,795,>74,0
306500,20460,654,35-44,1
316500,3240,838,25-34,0
406500,12420,585,55-64,0
326500,25080,837,35-44,0
86500,900,841,65-74,1
306500,3300,827,35-44,0
206500,2820,614,65-74,0
166500,,871,,1
266500,6300,815,65-74,1
286500,3300,649,55-64,0
446500,7980,811,65-74,0
196500,6960,733,65-74,0
296500,6420,527,35-44,0
426500,14460,529,55-64,0
546500,,537,45-54,0
396500,8520,793,55-64,1
256500,12480,628,55-64,0
306500,12300,810,45-54,0
216500,2940,829,45-54,0
246500,5820,592,35-44,1
246500,5220,848,65-74,1
306500,5160,889,25-34,0
726500,9480,884,25-34,1
1006500,13320,570,35-44,1
406500,4320,803,25-34,1
226500,6600,713,35-44,1
216500,2820,805,55-64,0
136500,2760,666,65-74,0
396500,13860,704,25-34,0
86500,1200,558,45-54,0
936500,20040,599,45-54,1
306500,,798,35-44,0
306500,,851,55-64,0
106500,1980,841,>74,1
246500,,676,65-74,0
136500,4020,651,35-44,0
196500,4800,529,55-64,0
166500,2100,884,35-44,0
886500,12240,757,35-44,0
326500,5880,624,25-34,0
56500,1380,554,25-34,1
186500,6300,809,65-74,0
106500,2400,824,65-74,1
126500,4620,777,45-54,0
486500,8820,679,35-44,0
176500,2760,862,25-34,0
446500,11040,687,35-44,1
126500,3840,894,65-74,0
176500,1800,731,65-74,0
116500,1920,611,45-54,1
336500,3540,635,25-34,1
166500,2640,672,45-54,1
216500,2400,560,65-74,0
166500,3420,763,65-74,0
196500,5040,798,35-44,0
266500,4080,770,45-54,0
216500,4860,739,65-74,1
726500,12540,778,45-54,0
226500,3660,809,55-64,1
256500,4920,548,25-34,0
146500,2220,889,45-54,0
196500,3420,605,45-54,1
296500,5160,558,35-44,0
326500,4980,724,45-54,0
436500,5820,689,45-54,0
256500,3900,662,55-64,0
566500,5340,869,55-64,0
466500,8460,757,45-54,0
316500,5160,706,35-44,0
276500,3780,570,45-54,0
316500,8760,769,>74,0
466500,12300,692,45-54,0
436500,8700,659,35-44,0
256500,7140,681,65-74,0
416500,4740,716,35-44,0
266500,7680,604,35-44,0
276500,5400,891,25-34,0
186500,3000,664,35-44,0
146500,3060,570,25-34,0
216500,6420,679,55-64,0
196500,10440,877,35-44,1
166500,2100,853,<25,0
106500,5460,516,55-64,1
366500,6600,882,35-44,0
516500,48300,682,45-54,0
546500,10260,574,35-44,0
376500,10200,757,45-54,0
176500,2880,700,65-74,1
366500,8940,832,45-54,0
216500,6660,715,55-64,0
686500,14580,892,35-44,0
216500,4020,743,65-74,0
276500,5580,717,45-54,0
126500,3900,591,25-34,0
326500,6240,540,35-44,0
146500,4320,854,55-64,0
416500,12900,798,55-64,0
126500,4620,752,25-34,1
436500,5340,575,45-54,0
296500,3660,768,35-44,0
826500,13560,732,35-44,0
176500,5040,684,55-64,0
226500,7920,716,35-44,1
326500,9420,861,25-34,0
446500,10440,682,25-34,0
386500,8100,850,45-54,0
446500,16320,717,65-74,0
536500,9000,528,35-44,0
56500,2760,765,65-74,1
376500,6360,893,55-64,1
156500,1980,892,45-54,0
326500,4680,654,45-54,1
656500,9120,785,35-44,0
406500,10980,701,35-44,0
216500,7980,589,45-54,0
196500,4020,831,>74,0
106500,1920,791,45-54,0
446500,5100,721,35-44,0
186500,3060,688,65-74,0
296500,8760,787,35-44,0
266500,7440,550,45-54,0
256500,2760,641,65-74,0
486500,6600,823,35-44,0
226500,2820,551,35-44,0
466500,,764,35-44,0
116500,1680,888,>74,0
206500,4140,637,45-54,0
156500,2460,598,25-34,1
166500,4380,516,>74,1
296500,8880,538,55-64,0
406500,5760,568,25-34,0
536500,6660,515,45-54,0
206500,15780,635,65-74,0
536500,7740,735,45-54,0
616500,8160,619,35-44,0
216500,4860,771,35-44,0
556500,7380,844,55-64,1
396500,6180,785,45-54,1
256500,7560,687,55-64,0
446500,8820,584,45-54,0
236500,5340,621,35-44,0
386500,8820,862,25-34,0
166500,7200,817,65-74,0
176500,2220,582,35-44,0
226500,4740,842,45-54,1
386500,5760,674,35-44,0
646500,,616,25-34,0
646500,,501,45-54,0
296500,3960,859,35-44,0
176500,4200,567,35-44,1
446500,21960,706,45-54,0
466500,4800,681,55-64,0
256500,4080,509,25-34,1
206500,3780,789,35-44,0
446500,6540,526,45-54,0
146500,4380,560,55-64,0
136500,3360,544,55-64,1
436500,3060,714,45-54,1
566500,9360,859,25-34,1
726500,15840,590,55-64,0
386500,7620,894,25-34,0
226500,5040,628,65-74,0
536500,8100,562,55-64,1
536500,6180,889,65-74,0
246500,5460,899,65-74,0
96500,8700,606,45-54,0
676500,11640,712,35-44,1
276500,4260,854,45-54,1
246500,2760,733,55-64,1
566500,17160,800,45-54,1
316500,8280,546,55-64,0
196500,,589,55-64,0
356500,13800,723,35-44,0
456500,5580,807,>74,1
236500,4500,648,35-44,0
156500,6900,621,55-64,0
556500,14160,752,45-54,0
206500,4140,877,45-54,0
216500,3600,804,>74,0
276500,6900,823,45-54,0
156500,,805,,1
246500,,649,25-34,0
296500,4860,650,55-64,0
256500,17880,619,55-64,0
416500,8820,593,>74,0
706500,12000,526,25-34,0
366500,5580,618,45-54,0
436500,4080,776,45-54,0
166500,2160,868,>74,1
66500,1560,563,>74,1
446500,10680,805,25-34,0
106500,2820,795,55-64,1
306500,5400,616,65-74,0
156500,1440,797,55-64,1
106500,1680,677,45-54,0
196500,3120,614,35-44,0
256500,7920,513,55-64,0
86500,2100,887,45-54,0
266500,4080,709,35-44,0
176500,,631,>74,1
106500,1620,724,65-74,0
126500,3600,605,65-74,0
266500,5160,732,35-44,0
486500,23580,888,45-54,1
356500,8100,632,55-64,0
216500,7920,638,35-44,0
156500,2100,763,55-64,0
146500,2520,525,45-54,0
656500,6000,566,25-34,0
506500,5880,885,65-74,1
326500,9420,787,45-54,0
86500,2880,718,65-74,0
356500,5340,882,45-54,0
346500,4980,635,65-74,0
276500,6780,539,45-54,0
576500,,550,25-34,0
256500,13500,527,45-54,0
286500,5220,654,25-34,1
366500,,632,25-34,0
536500,11280,547,25-34,0
186500,2580,525,45-54,0
146500,3540,535,55-64,1
206500,4020,849,25-34,0
256500,4920,635,35-44,0
246500,3000,631,35-44,1
366500,3840,683,55-64,0
186500,1200,875,65-74,0
426500,4620,574,45-54,0
526500,9960,743,25-34,0
66500,6360,865,65-74,1
136500,10380,518,45-54,0
596500,3300,627,45-54,0
296500,43560,510,35-44,0
296500,,730,55-64,0
56500,2400,677,55-64,1
436500,7800,755,25-34,1
456500,9960,710,55-64,0
316500,3660,605,55-64,0
216500,3480,752,25-34,0
116500,1500,565,>74,0
476500,13380,890,45-54,0
606500,11580,878,45-54,1
726500,22440,626,25-34,0
406500,10320,831,35-44,0
136500,5880,863,55-64,0
306500,8220,671,35-44,0
296500,8160,873,45-54,0
626500,12600,806,35-44,0
466500,8700,645,55-64,0
536500,10320,890,45-54,0
326500,46740,588,45-54,0
316500,5100,843,45-54,0
126500,2520,521,35-44,0
376500,4200,792,25-34,0
436500,7920,823,45-54,0
176500,15780,603,65-74,1
216500,5580,826,>74,0
216500,3780,516,25-34,1
106500,0,581,55-64,1
176500,3420,674,35-44,0
176500,3000,593,65-74,0
326500,4140,515,45-54,0
246500,600,613,55-64,1
346500,7800,601,45-54,1
126500,3600,509,45-54,0
106500,10320,810,45-54,1
316500,4560,821,25-34,1
376500,5700,539,55-64,0
416500,8340,556,45-54,0
236500,4920,566,55-64,0
446500,1680,887,45-54,1
266500,6180,790,25-34,0
486500,7200,701,55-64,0
916500,21900,695,65-74,0
226500,,787,45-54,0
156500,3000,898,65-74,1
486500,13200,594,35-44,1
246500,4080,839,55-64,0
316500,7560,835,45-54,0
1426500,17580,656,>74,0
516500,7560,706,35-44,0
276500,20520,545,45-54,1
216500,3600,566,25-34,1
256500,2880,669,65-74,0
266500,3360,820,45-54,1
296500,6420,719,25-34,0
686500,14820,813,25-34,1
96500,3960,870,25-34,1
486500,9360,523,65-74,0
296500,,800,35-44,0
106500,5220,860,45-54,0
496500,11760,520,55-64,1
446500,6120,868,55-64,0
336500,5340,675,45-54,0
246500,4980,781,45-54,0
166500,,691,55-64,0
246500,4260,891,45-54,0
486500,16620,637,65-74,0
306500,6240,606,65-74,0
366500,12660,724,55-64,0
606500,7020,649,35-44,0
696500,11580,614,55-64,0
176500,4080,517,65-74,0
156500,4320,556,35-44,0
146500,3600,591,45-54,0
636500,6120,546,45-54,0
266500,3360,870,65-74,1
86500,4500,792,55-64,1
476500,15360,561,35-44,0
286500,,813,65-74,0
326500,5580,607,55-64,1
196500,3600,847,45-54,1
86500,3060,828,65-74,1
296500,5880,617,25-34,0
436500,12660,644,55-64,0
486500,5340,833,25-34,0
436500,5580,602,25-34,0
196500,,813,55-64,0
1616500,68220,549,35-44,1
176500,11880,758,45-54,0
326500,6480,646,45-54,0
466500,4320,590,25-34,0
156500,,577,25-34,1
156500,3360,534,55-64,0
696500,12840,521,45-54,0
446500,7800,655,35-44,0
156500,2340,867,55-64,0
86500,2040,689,65-74,0
456500,8160,516,55-64,0
276500,7800,607,45-54,0
196500,6780,531,45-54,0
196500,7080,578,55-64,0
386500,6120,654,45-54,0
486500,11040,744,45-54,0
386500,8460,671,65-74,0
426500,6000,639,25-34,1
396500,8880,510,55-64,1
266500,8160,680,25-34,0
256500,5580,562,>74,0
566500,15000,785,45-54,0
236500,3480,663,25-34,0
216500,4140,879,65-74,1
296500,2820,617,55-64,1
446500,6120,833,45-54,0
716500,0,603,>74,1
356500,,783,65-74,0
756500,11220,596,55-64,0
396500,8580,820,35-44,1
356500,,871,65-74,0
306500,5460,731,25-34,0
476500,7140,545,55-64,0
166500,3300,731,55-64,0
96500,3660,871,45-54,1
236500,3360,672,35-44,1
366500,6600,686,65-74,0
236500,6480,616,25-34,0
506500,22560,698,45-54,0
346500,,695,65-74,0
136500,4680,563,65-74,1
236500,4980,899,35-44,0
606500,9180,503,35-44,0
156500,2340,682,25-34,0
646500,16620,602,35-44,0
546500,7380,577,25-34,0
66500,2580,750,65-74,0
656500,8340,733,45-54,1
166500,4200,603,65-74,1
256500,5520,599,55-64,0
496500,10860,892,35-44,0
416500,9900,721,45-54,0
326500,6000,507,35-44,0
206500,4680,861,55-64,0
126500,2820,760,25-34,0
656500,,603,35-44,1
626500,8640,785,35-44,0
266500,6600,702,45-54,0
296500,,795,35-44,0
216500,5760,779,25-34,0
386500,5700,695,45-54,0
416500,11100,625,55-64,0
546500,13380,837,45-54,0
356500,6900,747,45-54,0
366500,8580,752,65-74,0
206500,3900,569,<25,1
276500,6420,520,55-64,0
256500,4200,746,25-34,0
256500,2460,807,45-54,0
676500,10920,572,25-34,0
116500,1680,886,45-54,0
176500,2220,635,55-64,0
246500,4320,880,>74,0
636500,8400,836,25-34,0
196500,3540,592,55-64,0
416500,6000,556,65-74,0
576500,7980,566,55-64,0
106500,2880,539,45-54,0
316500,5880,851,<25,0
316500,4140,652,25-34,0
316500,8760,824,55-64,0
356500,7080,650,35-44,0
396500,,540,55-64,0
406500,8880,580,45-54,0
476500,9120,533,35-44,1
436500,7200,748,45-54,1
186500,16020,781,<25,1
196500,4020,853,25-34,0
316500,5880,797,25-34,0
216500,5940,881,45-54,0
646500,9660,836,35-44,0
306500,5460,729,55-64,1
266500,7320,642,45-54,1
286500,4860,604,45-54,0
196500,4080,522,45-54,0
236500,,657,35-44,0
316500,6900,618,35-44,1
346500,7380,741,25-34,0
236500,5460,546,55-64,1
576500,8340,537,45-54,1
506500,6000,700,25-34,0
386500,4080,831,25-34,0
126500,2460,875,65-74,1
606500,,514,35-44,0
166500,3060,774,45-54,1
256500,3120,707,55-64,0
366500,7620,686,45-54,0
676500,9360,571,45-54,0
216500,3120,784,65-74,0
306500,47220,614,55-64,0
546500,7020,522,65-74,0
146500,6780,624,35-44,0
176500,6180,677,55-64,0
326500,4380,784,>74,0
196500,7980,751,35-44,0
526500,6960,761,35-44,0
286500,8340,691,55-64,0
486500,7560,708,35-44,1
126500,1800,793,55-64,0
236500,9900,730,45-54,0
676500,8100,863,25-34,0
336500,5820,784,25-34,1
436500,9120,764,>74,1
546500,5400,704,>74,0
186500,3660,537,35-44,0
506500,7380,577,35-44,0
136500,3180,556,55-64,0
316500,7920,670,25-34,0
216500,11640,726,65-74,1
656500,9900,710,35-44,0
236500,6840,644,35-44,0
516500,16380,577,35-44,0
386500,6000,823,25-34,0
236500,3780,556,35-44,1
206500,18480,750,45-54,0
386500,13020,671,45-54,0
166500,3660,781,55-64,0
106500,5040,816,25-34,1
216500,2100,647,>74,1
266500,4740,860,55-64,0
336500,7740,534,55-64,0
256500,1020,638,65-74,0
316500,7200,867,45-54,0
186500,3300,510,55-64,0
376500,7560,741,45-54,0
1086500,20700,568,35-44,0
366500,6360,630,55-64,0
216500,6060,639,25-34,1
106500,2820,502,35-44,0
646500,13740,850,65-74,0
156500,5460,863,45-54,1
306500,7380,847,<25,0
456500,,541,45-54,0
86500,1800,618,35-44,0
466500,6780,587,55-64,0
226500,,579,45-54,0
346500,4380,828,25-34,0
136500,3180,838,65-74,0
156500,3180,710,>74,0
386500,,812,25-34,0
376500,6360,682,25-34,0
406500,6300,892,45-54,1
156500,4920,659,45-54,0
236500,2940,845,35-44,0
396500,8340,517,45-54,0
446500,,670,35-44,0
96500,1440,503,35-44,0
216500,3000,846,25-34,1
256500,3360,857,65-74,1
246500,11040,898,45-54,0
516500,5520,787,25-34,0
356500,7800,586,35-44,0
296500,4020,738,45-54,0
336500,11460,843,35-44,0
506500,7680,779,55-64,0
326500,9780,872,65-74,1
386500,5580,895,45-54,0
446500,7980,681,35-44,0
246500,2520,722,65-74,1
166500,3240,516,55-64,0
446500,5760,849,45-54,1
196500,3300,888,35-44,1
306500,8760,618,35-44,0
496500,10620,712,35-44,0
566500,11520,504,35-44,0
466500,10560,651,45-54,0
156500,2400,705,25-34,1
456500,7560,822,35-44,1
406500,4320,770,25-34,0
366500,7020,600,45-54,0
106500,3180,581,>74,0
216500,2700,829,25-34,1
136500,3540,647,65-74,0
336500,7380,674,55-64,0
366500,5760,608,35-44,0
226500,4320,796,25-34,0
326500,5580,569,25-34,0
626500,8880,835,35-44,0
486500,7260,612,35-44,0
326500,9240,600,35-44,0
266500,10020,546,35-44,0
86500,4920,844,45-54,1
476500,8220,707,55-64,0
256500,4740,655,45-54,0
116500,1980,659,45-54,0
106500,1800,653,55-64,0
486500,12600,649,>74,0
306500,4200,546,45-54,1
266500,9060,761,45-54,1
256500,7380,882,45-54,0
406500,8100,785,25-34,0
526500,10860,810,45-54,0
436500,6900,505,25-34,0
216500,1920,849,55-64,1
276500,3540,607,>74,1
326500,11700,778,25-34,0
746500,17700,806,55-64,0
376500,3900,659,45-54,0
256500,5400,882,35-44,1
176500,3720,547,65-74,1
146500,4620,690,35-44,0
136500,2040,792,45-54,1
386500,8280,580,45-54,0
126500,2220,779,25-34,0
306500,4380,840,55-64,0
586500,8820,796,55-64,0
276500,6720,571,25-34,0
636500,,513,<25,1
276500,10260,899,55-64,0
286500,5580,762,35-44,1
346500,3840,602,45-54,0
326500,10980,651,>74,0
266500,6900,634,55-64,0
136500,2520,781,55-64,0
306500,4200,615,25-34,0
446500,7620,856,25-34,1
336500,5280,510,35-44,0
406500,7080,745,35-44,0
486500,4740,632,45-54,0
186500,3120,852,<25,0
176500,,799,65-74,0
366500,6660,715,45-54,0
486500,15840,567,35-44,0
76500,4680,773,55-64,1
506500,7140,594,45-54,0
246500,5700,721,65-74,0
216500,,536,25-34,0
476500,17640,702,65-74,0
466500,8220,739,25-34,0
106500,14160,689,45-54,0
316500,7140,646,25-34,1
206500,5940,887,45-54,0
196500,3120,611,25-34,0
316500,6300,776,45-54,0
166500,1620,778,55-64,1
96500,3240,760,65-74,0
676500,14340,636,45-54,0
266500,2520,616,55-64,1
216500,,858,25-34,0
246500,1320,812,45-54,1
466500,5280,888,25-34,0
586500,,893,65-74,0
106500,2400,755,65-74,0
236500,0,801,35-44,1
56500,28800,551,45-54,1
236500,5100,641,55-64,1
236500,3780,765,45-54,0
166500,1980,527,55-64,1
546500,10800,645,25-34,1
726500,14940,611,55-64,0
426500,4860,809,55-64,1
456500,5880,858,55-64,1
276500,8280,891,35-44,0
366500,5700,538,55-64,0
486500,6060,836,65-74,1
596500,14220,883,55-64,0
76500,4740,757,55-64,0
336500,5160,779,55-64,0
396500,7320,823,55-64,1
216500,5400,836,55-64,1
176500,4620,786,65-74,1
136500,3420,645,65-74,1
66500,1860,885,>74,1
166500,7620,525,45-54,0
416500,7980,836,35-44,0
346500,12480,555,45-54,0
326500,9000,623,35-44,0
366500,9000,809,35-44,0
436500,6720,589,55-64,0
446500,5580,843,35-44,1
486500,6900,598,45-54,1
466500,9780,873,35-44,0
546500,8580,511,25-34,0
206500,8160,515,65-74,0
266500,4620,801,<25,1
576500,9000,708,35-44,1
256500,3240,775,35-44,0
496500,9960,709,45-54,0
286500,2580,685,55-64,0
576500,,617,>74,0
396500,10440,753,45-54,1
626500,13140,772,55-64,1
156500,1920,869,45-54,0
176500,7200,840,45-54,1
166500,7380,781,55-64,0
416500,6540,817,>74,0
256500,7260,527,65-74,1
186500,5400,584,55-64,0
616500,8340,524,55-64,1
296500,6000,843,65-74,1
586500,10800,500,35-44,0
146500,2880,817,>74,0
346500,29700,529,45-54,0
486500,10500,650,35-44,0
366500,12900,560,45-54,0
106500,13800,547,35-44,0
256500,,501,45-54,0
336500,6120,859,45-54,0
286500,5940,787,>74,0
156500,4500,623,55-64,0
406500,6120,825,45-54,0
166500,3360,640,45-54,0
386500,6060,788,25-34,0
246500,2880,507,55-64,0
486500,5880,524,45-54,0
456500,11700,727,55-64,0
166500,,518,65-74,0
396500,10440,738,65-74,1
606500,10800,578,55-64,0
276500,9960,800,45-54,0
726500,20400,853,65-74,1
456500,10680,616,55-64,0
76500,17220,526,45-54,0
216500,7080,582,55-64,0
616500,8220,564,55-64,0
746500,7800,619,35-44,1
706500,9360,860,55-64,0
656500,,617,35-44,0
86500,3660,884,65-74,1
156500,5760,526,35-44,1
286500,5280,792,35-44,0
166500,4440,610,<25,0
526500,4860,729,55-64,0
206500,2580,779,55-64,0
556500,,798,65-74,0
606500,10080,526,45-54,0
176500,,643,45-54,0
176500,2040,613,45-54,0
326500,12720,668,45-54,0
306500,3600,537,65-74,0
286500,4200,545,25-34,0
236500,6540,631,25-34,0
196500,4920,679,55-64,1
206500,4200,552,45-54,1
296500,7620,612,55-64,0
136500,3840,771,45-54,0
136500,4080,559,25-34,0
186500,3660,871,45-54,0
106500,8100,673,35-44,0
466500,5700,755,25-34,0
156500,4200,597,35-44,0
666500,9360,751,35-44,1
146500,3000,556,>74,1
486500,5100,691,55-64,0
466500,,685,25-34,0
136500,5160,642,55-64,1
726500,9180,707,55-64,0
166500,3240,771,45-54,0
216500,2340,516,45-54,1
146500,5160,527,45-54,0
276500,4380,759,25-34,0
456500,5880,529,55-64,0
56500,1680,590,65-74,0
136500,4080,636,65-74,1
136500,3120,552,35-44,0
116500,1560,694,65-74,0
156500,2580,843,>74,0
266500,,898,35-44,0
546500,10620,839,25-34,1
216500,3720,644,65-74,1
346500,,766,35-44,0
476500,4500,527,45-54,0
376500,15000,896,45-54,0
236500,2400,837,55-64,0
256500,6600,504,55-64,0
516500,9660,883,45-54,0
336500,4440,646,35-44,0
246500,2820,866,25-34,0
356500,5820,566,35-44,0
136500,3060,594,65-74,0
356500,5580,585,35-44,0
446500,8940,534,35-44,0
306500,8280,540,55-64,0
206500,4200,586,45-54,0
266500,4440,553,45-54,1
596500,7920,639,35-44,1
86500,6600,650,65-74,0
546500,11880,857,55-64,0
486500,8580,781,25-34,0
106500,2460,632,55-64,0
276500,4140,690,65-74,0
216500,14820,638,45-54,0
276500,3420,575,35-44,0
186500,3600,724,65-74,0
396500,6480,623,45-54,0
296500,,578,45-54,0
236500,6240,597,35-44,0
396500,5460,867,35-44,0
146500,2940,758,65-74,0
416500,,578,35-44,0
206500,2760,724,35-44,0
336500,6480,822,45-54,1
686500,7080,873,25-34,1
186500,3120,556,35-44,0
276500,6180,737,25-34,1
326500,13980,782,55-64,1
326500,2640,504,45-54,1
686500,11940,719,45-54,0
456500,6180,517,65-74,1
246500,7440,681,45-54,0
196500,3480,640,65-74,0
306500,7140,883,55-64,0
256500,7260,660,35-44,0
466500,4320,784,55-64,0
176500,,733,>74,0
76500,1440,671,55-64,1
626500,8400,855,45-54,0
176500,3780,661,25-34,0
466500,8400,503,45-54,0
346500,4800,529,65-74,0
416500,6960,766,>74,1
366500,5580,864,25-34,0
146500,6840,855,35-44,1
626500,6360,582,55-64,0
346500,4800,876,55-64,0
226500,3960,745,55-64,1
116500,4380,661,>74,0
326500,9600,752,25-34,0
236500,3720,566,45-54,0
576500,9360,819,35-44,1
296500,3600,890,35-44,0
126500,1620,607,<25,1
226500,8880,602,35-44,0
296500,5460,752,35-44,1
176500,2700,645,<25,0
246500,4080,704,65-74,0
466500,17100,895,55-64,0
146500,2820,817,55-64,1
206500,3600,505,35-44,0
326500,4800,747,35-44,0
606500,13080,603,55-64,0
136500,1980,524,65-74,0
126500,5760,552,55-64,0
316500,5760,615,65-74,1
246500,10440,800,65-74,0
436500,7020,577,55-64,0
256500,2940,620,65-74,1
176500,5520,552,55-64,0
486500,7680,526,55-64,0
106500,2760,576,65-74,0
596500,9720,607,45-54,0
146500,1680,500,55-64,0
206500,4980,846,45-54,0
376500,4920,646,55-64,0
126500,2880,725,35-44,0
236500,10320,835,>74,0
216500,4980,525,65-74,0
166500,6240,677,25-34,0
366500,4200,550,55-64,1
406500,,500,45-54,0
486500,,790,45-54,0
316500,5760,805,25-34,0
316500,8520,797,45-54,0
366500,5160,525,25-34,0
326500,5220,889,35-44,0
136500,1680,705,55-64,1
96500,3600,793,55-64,0
316500,3600,503,25-34,0
266500,7140,859,25-34,0
266500,3120,757,>74,0
266500,10080,605,55-64,0
216500,5280,522,45-54,0
366500,4200,650,45-54,1
106500,4200,529,65-74,1
106500,4680,894,45-54,0
446500,8340,594,35-44,0
286500,7020,882,35-44,0
226500,5340,857,45-54,0
266500,4260,554,>74,1
306500,5460,829,>74,0
246500,3180,678,25-34,0
176500,10500,762,45-54,0
356500,6420,633,65-74,0
136500,10500,813,55-64,0
256500,3240,863,55-64,0
196500,3900,562,65-74,0
466500,7560,699,55-64,1
256500,3780,778,55-64,0
206500,3060,809,>74,1
376500,14580,884,65-74,0
186500,1800,652,65-74,0
476500,12240,591,35-44,0
266500,3420,575,65-74,0
236500,6420,691,35-44,0
376500,11640,879,35-44,0
416500,28260,768,55-64,1
576500,11220,782,35-44,0
676500,3120,577,45-54,1
136500,6900,620,65-74,0
176500,2400,863,>74,1
256500,10740,784,55-64,0
416500,5460,605,65-74,0
436500,4140,509,55-64,0
326500,8220,607,35-44,0
366500,4980,759,25-34,1
336500,6180,506,65-74,1
456500,6900,739,25-34,1
276500,4260,652,45-54,0
76500,1440,529,>74,0
486500,4980,801,35-44,0
256500,9240,803,65-74,1
396500,7200,849,45-54,0
36500,2880,800,25-34,0
266500,6240,575,45-54,0
406500,5520,692,55-64,1
296500,4200,588,45-54,0
476500,7920,516,35-44,0
176500,3120,765,55-64,0
176500,6180,873,45-54,0
456500,5820,779,65-74,0
266500,4020,505,65-74,0
96500,4440,852,55-64,0
176500,4500,789,45-54,0
246500,4080,542,65-74,0
206500,3420,531,>74,0
196500,3240,713,55-64,1
296500,,526,35-44,0
796500,15120,698,35-44,1
356500,11760,877,55-64,0
36500,2100,542,45-54,1
166500,3060,675,65-74,0
526500,40200,792,65-74,0
386500,5160,734,35-44,0
136500,2820,578,65-74,0
226500,10560,657,>74,0
166500,2040,600,65-74,0
186500,5640,811,55-64,1
456500,11160,534,45-54,0
156500,2520,770,65-74,0
336500,3720,890,35-44,0
436500,7980,868,45-54,0
1046500,20700,746,35-44,0
296500,7920,718,35-44,0
316500,,761,25-34,0
376500,360,820,55-64,1
246500,,824,65-74,0
286500,2940,845,35-44,0
236500,6840,753,55-64,0
586500,11580,593,45-54,1
376500,8940,510,35-44,0
146500,8100,625,65-74,0
296500,8820,673,45-54,0
356500,6180,565,35-44,1
406500,4800,808,45-54,1
416500,6960,659,55-64,0
176500,4980,578,45-54,0
186500,3180,830,35-44,0
236500,5940,557,35-44,0
216500,2820,892,45-54,1
206500,5100,620,25-34,0
496500,7740,826,55-64,0
256500,3660,838,65-74,1
346500,,709,65-74,1
616500,7080,854,25-34,0
636500,12360,796,55-64,0
256500,5580,836,45-54,0
206500,3180,771,55-64,0
236500,3420,531,55-64,0
146500,6240,544,>74,0
156500,1920,742,<25,0
496500,6540,741,45-54,0
356500,4980,615,65-74,1
276500,4380,834,55-64,0
196500,9900,632,65-74,0
556500,11820,521,45-54,0
106500,3120,889,65-74,1
696500,14100,842,55-64,0
426500,8100,826,25-34,0
666500,6960,746,35-44,0
346500,8400,668,45-54,1
226500,7860,650,45-54,1
346500,7560,558,25-34,0
546500,40440,732,35-44,0
436500,6360,775,35-44,1
336500,6900,819,45-54,0
476500,6600,897,55-64,0
216500,4920,700,55-64,0
316500,6900,579,25-34,0
436500,6000,548,25-34,0
386500,,619,45-54,0
246500,3540,550,25-34,1
306500,7320,557,25-34,0
216500,2220,628,45-54,0
236500,3180,567,25-34,0
466500,12180,714,35-44,0
376500,4860,833,45-54,0
166500,2400,501,55-64,0
346500,5640,552,45-54,1
466500,10740,534,55-64,0
246500,11760,786,55-64,0
256500,12960,606,45-54,1
666500,12300,521,25-34,0
486500,14400,852,45-54,0
136500,3060,511,55-64,0
576500,,860,55-64,0
476500,8460,610,55-64,0
406500,7560,752,55-64,0
116500,2820,825,65-74,0
496500,4860,580,55-64,0
106500,1440,711,65-74,1
276500,7500,745,35-44,0
296500,3420,584,>74,0
426500,5820,773,35-44,1
96500,3180,739,>74,0
486500,7260,638,35-44,1
316500,7680,701,45-54,0
276500,9900,568,35-44,0
256500,0,680,35-44,1
356500,,589,65-74,0
96500,1800,546,65-74,0
406500,8340,589,35-44,0
646500,10320,780,55-64,0
426500,15720,758,65-74,0
236500,11220,737,55-64,0
146500,3300,538,25-34,1
546500,10320,744,35-44,0
246500,5220,648,>74,0
56500,9300,776,65-74,0
146500,5640,567,25-34,0
176500,3840,554,>74,1
256500,9300,724,45-54,0
346500,3060,730,55-64,1
476500,5280,681,25-34,0
126500,2520,722,45-54,1
136500,3540,840,65-74,0
946500,20400,533,35-44,1
496500,5040,670,35-44,1
336500,3000,823,45-54,0
436500,6060,668,55-64,0
426500,12240,719,55-64,0
676500,17880,806,35-44,0
166500,7320,898,55-64,1
306500,3360,744,>74,0
226500,9780,790,45-54,1
236500,3960,867,35-44,0
516500,4920,532,55-64,0
326500,6240,660,45-54,0
536500,10560,737,45-54,0
366500,5940,799,45-54,0
446500,12720,672,55-64,0
496500,,867,35-44,0
486500,7020,868,45-54,1
246500,3780,841,55-64,0
236500,11880,502,65-74,1
256500,3840,615,>74,0
436500,6360,545,25-34,1
476500,10800,639,35-44,0
236500,3900,876,55-64,1
336500,5520,831,45-54,0
366500,8460,646,35-44,0
76500,1800,512,65-74,1
196500,3300,674,55-64,0
246500,5820,633,55-64,0
366500,12840,849,35-44,0
166500,4380,854,25-34,0
466500,10800,507,55-64,0
156500,4260,813,55-64,0
146500,3240,661,25-34,0
556500,9300,705,55-64,0
516500,6720,564,55-64,0
266500,3120,896,25-34,0
326500,14820,652,45-54,0
246500,4140,635,25-34,0
176500,3480,587,55-64,0
